CourseExternalId|CourseComponent|CourseTitle|CourseDescription|CourseDisclaimer|Office|Archive|TargetLocation|CourseCredit1|CourseNotes|CourseEditableField1
29061||Parent Involvement|||16|1|8|0.00||
29062||SEED 1|I participated in a seminar class on various topics related to diversity, eg. immigration, poverty, racism.||16|1|8|0.00||
29063||Nuts and Bolts Symposium|Nuts and Bolts conferene in Boulder, CO.||16|1|8|0.00||
29064||Fast 1 Institute|Fast 1 curriculum training.||16|1|8|0.00||
29080||Elementary Report Card Committee 2005-06|Elementary Report Card Pilot Teachers||16|1|8|18.00||
29084||ESC 2005 - 06|ESC 2005 - 06||16|1|8|27.00||
29086||LINKS 2005 - 06|LINKS for New Teachers - required||16|1|8|20.00||diff, tech, pbi, lit, mental
29087||Social Studies Curriculum Committee 2005- 06|Curriculum for Social Studies 2005 - 06||16|1|8|30.00||
29088||Language Arts Curriculum Committee 2005 -06|Language Arts Curriculum||16|1|8|12.00||
29091||Assessment Institute: Leading Professional Develop|We got religion! We know how to narrow the acheivement gap and make all students be more successfull. We will be teaching this to core teachers in August.||16|1|8|0.00||
29094||The MN School Counselors Association Annual Confer|This is the annual MN state school counselors conference covering a variety of topics that are current and relevant to what students needs are academically; emotionally and developmentally.||16|1|8|0.00||pbi
29095||The Use of ADHD Medications and Antidepressants|Review of FDA approval process for drugs, discussion of black box warnings, review of antidepressant use in children, review of ADHD medications and side effects||16|1|8|0.00||
29096||Who's Running the Show? Executive Dysfunctions|This course provided an overview of executive functioning as a part of brain functioning and learning. Developmental changes in executive functioning were detailed, and interventions for school success were discussed.||16|1|8|0.00||
29097||Boys & Girls Learn Differently|An overview of brain based sex differences in learning and behavior.  Practical implications of sex differences related to learning and school success were reviewed.||16|1|8|0.00||
29098||MSPA Midwinter Conference 2006|Presentations included: Problem Solving and Response to Intervention (RIT) Model and implicatons for School Psychology, Assessment of Cognitive Processes Related to Academic Learning; Beating the Blues: Assessment of Depression in Children & Adolescents||16|1|8|0.00||
29106||Failure is not an option|Edina Public Schools leadership retreat.  Discussion of past year...discussion of next year, etc.||16|1|8|0.00||
29107||MEA Conference|||16|1|8|0.00||mental
29114||Failure is not an option|A variety of administrative, leadership, and strategic planning evaluations and initiatives were the focus of this training. School curricula, programming, interventions, etc. we the main subject matter||16|1|8|0.00||
29115||2005-06 K-5 District French Language Arts Committee|Participation in the 2005-06 K-5 district French Language Arts Committee.||16|1|8|42.00||
29121||2005-06 District Secondary French Language Arts Committe|Participation in the 2005-06 district secondary French Language Arts Committee.||16|1|8|42.00||
29122||2005-06 K-5 District French Language Arts Committee|||16|1|8|0.00||
29125||Stillwater Early Childhood Advisory Council|The Advisory Council works to build a sense of community among families by providing opportunities for fun, learning and service.  The functions of the Advisory Council include:\r\n1. To work in conjunction with the Early Childhood Family coordinators to ||16|1|8|0.00||
29141||reading literacy|reading literacy||16|1|8|0.00||lit
29142||positive behavioral intervention strategies|positive behavioral intervention strategies||16|1|8|0.00||pbi
29143||accomodations to meet grad standards|accomodations to meet grad standards||16|1|8|0.00||diff
29144||early warning signs in mental health|Early warning signs in mental health disorders in children||16|1|8|0.00||mental
29150||assessment strategies for the secondary music perf|Differentiate between grades and assessment of student's progress in the music classroom.   Dr. Orzolek discussed application to his band music and\r\nDiane Heaney discussed the application to vocal music.||16|1|8|0.00||
29151||WMEP/NUA Literacy Initiative- cohort III|4 days of 6 hours each.  A variety of best practices to assist with literacy. Appropriate for secondary students of all ability groups and ethnic groups.  Thinking maps, IDCs, and journaling were most effective.  Valley View staff presented 2 presentation||16|1|8|0.00||lit
29153||Enriched/Differentiated Course Design Applications|||16|1|8|0.00||diff
29154||Enriched/Differentiated Course Design Applications|||16|1|8|0.00||diff
29156||Kinder Konzerts Teacher  Workshops|MN Orchestra Volunteer Association-- Organized 2 teacher workshops for preschool and daycare teachers:  4 meetings for each workshop, which included sending out letters to several hundred schools, then registering attendees, hiring 2 music specialists, ar||16|1|8|0.00||
29157||Transition to Kindergarten|As a panelist this request includes a 1 hour meeting with the other 2 panelists, and the event itself, sponsored by Edina PCN.||16|1|8|0.00||
29158||Keeping it Fresh: Second Session Classes|Tips on working with kids and parents through the winter months to keep learning fun.  E.G., ways to keep parent discussions on a positive trajectory, so that they look forward to coming... giving them tools for keeping their children excited and involved||16|1|8|0.00||
29159||Hands On Learning Fair|As part of the Edina School Readiness Program, several preschools held a fair at Cornelia School in the gym.  I helped with the Edina Family Center's table, which used light tables to see xrays, translucent blocks, and color translucent palettes, all in t||16|1|8|0.00||
29160||2006 Harris Forum--Making Early Education...|The full title of the talk was:  Making Early Education Oportunities Work for Kids & Teachers:  Professional Development and Classroom Observation."  Pianta has developed a system to assess early childhood classrooms, that constructively helps teachers do||16|1|8|0.00||
29161||Classroom Management|It was a nuts-&-bolts talk about ways to keep a classroom positive and moving forward.  I work with a class of 2-year-olds, so for me blowing bubbles is key for the classroom transition, dealing with parents going to their class.  Silly but true.  When I ||16|1|8|0.00||
29162||Connecting with Kindergarten|Mary outlined the variety of kindergarten choices, and helping parents decide the best one for their child.  St. Louis Park has a few different options than Edina, which I are more familiar to me.||16|1|8|0.00||
29163||Mental Health Issues for Young Children|This inservice was very helpful.  I learned signs to watch in assessing a child's needs for services.  I gained a lot from the speaker and also the teachers during discussion of children in their care.||16|1|8|0.00||mental
29164||Program Closure Issues|Endings are important.  You don't want the class to fizzle out, and you don't want to stage an event that overwhelms the children (and parents.)  We talked about meaningful ways to send our families into summer.||16|1|8|0.00||
29168||excel|excel training on the computer||16|1|8|0.00||tech
29185||First Aid Jeopardy|First aid instruction||16|1|8|0.00||diff
29187||IB Physics - L1|||16|1|8|0.00||
29189||CEU training|relicensure information||16|1|8|0.00||tech
29193||Differentiated Instruction - MPS|||16|1|8|0.00||diff
29194||Backwards Lesson Design - MPS|||16|1|8|0.00||diff
29195||Responsive Classroom Training - MPS|||16|1|8|0.00||pbi
29196||Good for Students, Good for Staff, Good for Us - MPS|||16|1|8|0.00||mental
29197||Mental Health and the Brain|||16|1|8|0.00||mental
29198||Literacy Study Groups|||16|1|8|0.00||lit
29199||Peer Coaching Course - MPS|||16|1|8|0.00||
29200||Differentiated Instruction - MPS|||16|1|8|0.00||diff
29201||No Child Left Behing - MPS|||16|1|8|0.00||diff
29202||Districtwide Content Area Meetings - MPS|||16|1|8|0.00||
29203||Science Standards and Curriculum Workshop|||16|1|8|0.00||diff
29204||Science Standards Workshop|||16|1|8|0.00||diff
29205||Connecting the Pieces|||16|1|8|0.00||
29206||Boulder Nuts & Bolts Symposium|||16|1|8|0.00||
29207||MMSA Literacy and Learning: Strategies that Work|I attended three sessions: Cooperative learning, differentiation and how to read science and math text books. As a reading teacher I plan to continue to incorporate all three of these strategies into my classroom. I was especially interested in the approa||16|1|8|0.00||lit
29209||soccer referee class and recertification|took class to be a soccer official.  this included indoor classes as well as outdoor training||16|1|8|0.00||
29210||edina soccer board member|i helped operate and maintain the edina soccer association.  we put together teams, fielded complaints, set budgets, ran the summer seasons and helped kids get into soccer||16|1|8|0.00||
29215||ESL Instructor|I was an ESL instructor with the St. Paul Intercultural Institute.  My role was to improve the English language proficiency of the students.  All of the students were from Japan and were attending the institute to further their knowledge of American cultu||16|1|8|0.00||
29216||special education presenter|She presented information to college age Japanese students about the nature and role of special education in the United States.  Her presentation broadened the knowledge of the Japanese students and increased their sensitivities to the needs of special ed||16|1|8|0.00||
29219||BaFa BaFa|MCEA workshop.  Review state information, updates on latest trends, etc.||16|1|8|0.00||diff
29227||Excel - Fast Track|Overview of Excel (applicable to how I can use as a teacher and how students can use excel in assignments)||16|1|8|0.00||tech
29228||Photoshop Elements Part 1|Beginning use of Photoshop Elements||16|1|8|0.00||tech
29229||Photoshop Elements Part 2|More advanced use of Photoshop Elements||16|1|8|0.00||tech
29230||Excel Charting|Using excel to create charts (useful for visualizing data - for both teacher and student)||16|1|8|0.00||tech
29231||Excel Database Feature|Advanced use of excel to create database and effectively use||16|1|8|0.00||tech
29232||Global Politics: Globalization, Violence, and ...|This three day Institute, GLOBAL POLITICS:  GLOBALIZATION, VIOLENCE AND CRITICAL LITERACY, is designed to familiarize teachers with three sets of discourses that have acquired enormous sociopolitical significance in global politics since the end of the co||16|1|8|0.00||lit
29248||2006 Minnesota ESL, Bilingual and Migrant Educatio|I attended the keynote speech and three break-out sessions for working with ESL students and their families.  One break-out was conducted by the Mexican Consul and he spoke about immigration.  The other break out sessions involved ESL instruction and coll||16|1|8|0.00||
29249||2006 Minnesota ESL, Bilingual and Migrant Educatio|I heard a welcoming speech from the Minnesota Department of Education and then attended a sessio of schools having ESL family information meetings.  This session was beneficial as we will be hosting such a meeting in Edina at the end of September.||16|1|8|0.00||
29254||COURSE #14 TUCKER SIGNING STRATEGIES FOR READING|The Tucker Signing Strategies for Reading workshop provides participants with a powerful supplemental strategy for decoding that can be used in conjunction with any conventional reading program. It uses a system of 44 hand signs that prompt associations b||16|1|8|6.00||lit
29257||COURSE # 15 TUCKER SIGNING STRATEGIES FOR READING|The Tucker Signing Strategies for Reading workshop provides participants with a powerful supplemental strategy for decoding that can be used in conjunction with any conventional reading program. It uses a system of 44 hand signs that prompt associations b||16|1|8|6.00||lit
29262||piano accompanist|Every monday throughout the school year, I was one of the piano accompanists for LeagueAires,which is a group of 65 women who sing at nursing homes, veteran homes and at opportunity partners-site for adults with learning disabilities.   there are always 2||16|1|8|0.00||diff, tech, pbi
29263||Curriculum Writing Objectives and Goals/Literacy|I accumulated 32 hours of currculum writing which consist of goals and objectives to help parents understand the development of 2,3,4 and 5 year olds. It covers areas of small and large motor development, emotioal and social development, math,  and litera||16|1|8|0.00||tech
29273||New User Conference - Everyday Math|How to implement the Math objectives into everyday math lessons.||16|1|8|0.00||
29274||Conferencing Strategies Fair|Modified conferencig groups to meet the needs of all students in the group.||16|1|8|0.00||diff
29275||Curriculum Planning|Implementing technology into the classroom||16|1|8|0.00||tech
29276||Curriculum Reading Day|Implemented reading strategies into daily curriculum.||16|1|8|0.00||lit
29277||Ruby Payne Diversity Series|How to integrate Payne's diversity ideas into the classroom.||16|1|8|0.00||diff
29278||Language Arts Training|review LA principles for grades 4-6.||16|1|8|0.00||
29279||Prof Dev'l and Curric and Special Education|Discussion groups on how to incorporate add'l positive behavior practices.||16|1|8|0.00||pbi
29280||BRI Training|Testing and scoring strategies.||16|1|8|0.00||
29281||Technology and Differentiation|Integrating technology into the classroom.||16|1|8|0.00||tech
29291||Cognitive Coaching: Foundation Training|This is the official Art Costa/Center for Cognitive Coaching Foundation Training - standardized throughout the nation and taught by highly trained presenters.  This course met for four days in June and another four in August in Brainerd MN.  The Coaching ||16|1|8|0.00||
29296||Basic law for educators|Basic principles of neglience law, family law, field trip liability, teacher tenure, student discipline, school conferences, licensure and teacher termination for misconduct were all discussed in this University of St. Thomas graduate continuing education||16|1|8|0.00||
29313||Leadership--Mulicultural Persepctives|I attended this class as an Audit.  I participated fully in activities and assignments.  This course opens leaders eyes and not just nudges, but pushes one to look at experiences in our country and the world from a position of privelege.\r\n\r\nThe class ||16|1|8|0.00||diff
29314||Strategies to Reduce Classroom Disruptions|A session of the 2006 Nuts and Bolts Symposium. Jack Berckemeyer is the Assistant Executive Director of the National Middle School Association (NMSA)||16|1|8|0.00||pbi
29315||Homework Strategies: Practices that Really Work|Rick Wormeli is a teacher and columnist for NMSAs "Middle Ground" as well as a regular presenter at NMSA and ASCD events.||16|1|8|0.00||diff
29316||Language Arts Strategies|Jack Berckemeyer made this presentation as part of the Nuts and Bolts Symposium in Boulder, Colorado. He is the Assistant Executive Director fo the National Middle School Association||16|1|8|0.00||lit
29317||Getting Students Attention and Building Retention|Brain based research and insights into how the human brain embeds and recalls information||16|1|8|0.00||tech
29318||Cooperative Games and Initiatives|This seminar presented a variety of activities for students and staff that foster positive relationships, coping skills, helpful friendships, and positive mental attitudes toward school.||16|1|8|0.00||mental
29319||Fair Isn't Always Equal|Assessment and grading options for teaching of students with a wide spectrum of abilities and learning backgrounds.||16|1|8|0.00||diff
29320||Nuts and Bolts Symposium|The Nuts and Bolts Symposium is a practical, middle-level conference addressing a variety of classroom techniques, research, multi-faceted learning initiatives, and administrative practices. The 4-day conference takes place every year in Boulder Colorado.||16|1|8|0.00||
29352||EDINA EARLY EDUCATION EVENT|Location:  Edina Country Club\r\n\r\nEdina Early Education Event.||16|1|8|1.50||lit
29353||The Basic Principles for Collaborative Workplace|Successful small groups in the classroom||16|1|8|0.00||
29354||Various mentorship programs for the Sheriff's YC|Volunteered for Sheriff's Youth Council, by mentoring and peer counselling young boys ages 6-16.||16|1|8|0.00||
29357||COURSE #13 BEYOND DIVERSITY: A STRATEGY FOR DE-INSTITUTIONALIZING RACISM AND IMPROVING STUDENT ACHIEVEMENT|Leadership teams determined to meet the needs of under-served students of color, students of poverty, and English language learners will engage in a two-day institute to explore our role as leaders in assuring that all students will succeed by examining t||16|1|8|12.00||
29358||COURSE #26 BEYOND DIVERSITY: A STRATEGY FOR DE-INSTITUTIONALIZING RACISM AND IMPROVING STUDENT ACHIEVEMENT (NEW LATINO STRAND)|Leadership teams determined to meet the needs of under-served students of color, students of poverty, and English language learners will engage in a two-day institute to explore our role as leaders in assuring that all students will succeed by examining t||16|1|8|6.00||diff
29362||COURSE #12 BUILDING A MORE THOUGHT-FULL LEARNING COMMUNITY WITH HABITS OF MIND - CLASSROOM AND ASSESSMENT STRATEGIES|Shared vision, one attribute of effective schools, is achieved when all members of the school community focus on a common set of outcomes.  The Habits of Mind - those intellectual characteristics of effective, self-directed learners and creative problem s||16|1|8|6.00||
29372||Programs for the Sheriff's YC Involving Young Adult Mental Health Issues |||16|1|8|0.00||mental
29376||National Board for Professional Teaching Standards|Scoring National Board Assessments for the French Certificate.||16|1|8|0.00||lit
29388||Recertification - A Framework for Understanding Po|Update on poverty statistics and new material regarding presentation of Ruby's framework||16|1|8|0.00||diff
29389||People to People Cultures of Australi|Leading a P2P group involves leadership training, planning meetings, and interacting with students||16|1|8|0.00||
29408||New Teachers and EM Inservice 2006|||16|1|8|6.00||diff
29413||Literacy Strategies for Elementary Reading K-6|Reading strategies for instruction of readers between Kindergarten and sixth grade.  I teach struggling sixth grade readers.  This will definitely be a huge help in my instruction.||16|1|8|0.00||lit
29414||Reading Assessment and Evaluation|This course was about assessing and evaluating reading.  I teach reading and this class helped me to fine tune my assessing skills and provide me with new knowledge and how to interpret test trend data.||16|1|8|0.00||lit
29415||Supervision and Administration of K-12 Reading|This class revolved around the role of a reading specialist.  How to supervise and administrate from such a position.  I don't do this now but I do work with teachers and offer suggestions.  This was very applicable to my position.||16|1|8|0.00||lit
29496||School Improvement Planning|Required Valley View Session--School Improvement Planning.  Meet in Orchestra Room.||16|1|8|2.00||diff
29497||Valley View TEAMing|Required Valley View Session on TEAMing.  Led by Elizabeth Chaigne and Michael Pretasky, VVMS Staff Development Coordinators.  We will meet in the Orchestra Room.||16|1|8|1.50||diff
29498||School Improvement Planning|Required Valley View School Improvment Planning. Plan to meet in the Orchestra Room before moving to breakout session venues.||16|1|8|3.00||diff
29500||COURSE #17 MAKING ELEMENTARY LEVEL MATH INSTRUCTION ACCESSIBLE TO ENGLISH LANGUAGE LEARNERS|What makes math instruction and word problems challenging for non-native speakers of English? Participants will learn what language features make learning about and doing math a challenge for elementary ESL learners. Activities that get students talking a||16|1|8|3.00||
29501||COURSE #22 EFFECTIVE INSTRUCTIONAL LEADERSHIP FOR RAISING THE ACHIEVEMENT LEVELS OF AFRICAN AMERICAN AND LATINO STUDENTS|An empowering workshop for building-level and central office administrators providing participants with instructional leadership strategies towards raising the achievement levels of African American and Latino students.  Highly engaging and interactive, t||16|1|8|6.00||
29502||COURSE #23 50 I s FOR EFFECTIVE TEACHING|An empowering workshop specifically developed for, but not limited to, pre-service, new and struggling educators of African American and Latino students.  This high-energy, interactive session provides strategies for educators to utilize towards meeting t||16|1|8|6.00||
29505||COURSE #27 FAILURE IS NOT AN OPTION|The Cultural Meanings of Behaviors: Conducting Cultural Competent Assessments\r<br>This experiential workshop will focus on the challenge of making personal, organizational and instructional decisions that promote cultural responsibility in educating chil||16|1|8|6.00||
29506||COURSE #6 THE CULTURAL MEANINGS OF BEHAVIORS: CONDUCTING CULTURAL COMPETENT ASSESSMENTS|Given the trend of over-identification of children of color in systems of special education, and suspension coupled with the gaps in educational achievement, this workshop will focus on the challenge of conducting culturally competent assessments with stu||16|1|8|6.00||
29510||CREEK VALLEY BEHAVIOR PLAN/CLIMATE|CREEK VALLEY BEHAVIOR PLAN/CLIMATE||16|1|8|2.00||
29511||CREEK VALLEY:  USING DATA TO PLAN INSTRUCTION|CREEK VALLEY:  USING DATA TO PLAN INSTRUCTION||16|1|8|2.00||
29512||CREEK VALLEY:  WRITING|CREEK VALLEY:  WRITING||16|1|8|2.00||
29531||Intel Teach to the Future Classes|This course is the Intel curriculum, eligible for college credit, and addresses integrating technology into the curriculum.||16|1|8|40.00||diff, tech, pbi
29532||Scientific Thought|Topics on the philosophy of science and the poundations of scientific thought.||16|1|8|0.00||
29533||Podcast|computer instruction on how to create and publish an instructional podcast for students, parents and teachers.||16|1|8|0.00||
29567||CPR Class|CPR CLASS||16|1|8|4.00||
29585||Literacy Committee Meeting|Literacy Committee Meeting at VVMS.  We will meet in the Media Center South.||16|1|8|1.00||lit
29587||COURSE #9 STRATEGIES FOR KEEPING BOYS OF COLOR OUT OF SPECIAL ED|Black Boys In Special Ed: A Hope or Despair, is a seminar intended to expose the effect of Special Education on Black Boys and the future of the black community.  The premise of this seminar is based on the book: Keeping Black Boys out of Special Educatio||16|1|8|6.00||
29593||Host - Student Teacher|||16|1|8|0.00||
29594||VoIP Phone Training|||16|1|8|2.00||
29595||VoIP Phone Training|||16|1|8|2.00||
29597||Health Realization Part 2|Part 2 of workshop begun spring 2006||16|1|8|2.00||
29612||A deeper study of Algebraic Processes, Geometric S|This class offered at the U of MN, helped explore a deeper study of Algebra and Geometry. It has given me several different instructional methods to explain mathematical concepts to my students.||16|1|8|0.00||diff
29614||A Deeper Study of Algebraic Processes, Geometric S|This final workshop helped to clarify the objectivies for the "Deeper study of Algebraic Processes, Geometric Structures, and their Connections" and the results of teacher application of course work during the school year for the information from last sum||16|1|8|0.00||diff
29615||Tutorial in Advanced Math|This  math class covered advanced Algebra and Geometry and creative and innovative ways to present those concepts to students in a very hands on way.  It also gave me the opportunity to work with teachers from all over the Twin Cities.||16|1|8|0.00||diff
29630||Autism&Asperger's Syndrome Conference|Encouraging Social Understanding and Emotion Management in the classroom.||16|1|8|0.00||diff
29631||Autism and Asperger's Syndrome Conference|Encouraging social understanding and emotional management in the classroom. I am staring a new program, at Valley View middle school in an asd program.||16|1|8|0.00||diff
29660||Nuts and Bolts Middle School Conference|17th Annual Nuts and Bolts Middle Level Education Symposium||16|1|8|0.00||
29673||Autism & Asperger's Syndrome Conference|Identifying characteristics, tools, and resources for working with students with Asperger's Syndrome.  Speaker was international expert, Tony Attwood.  Excellent workshop.||16|1|8|0.00||diff
29682||Quality Reading Instruction and Assessment Worksho|This workshop focused on improving reading instruction and assessment.We discussed research and practices that support reading in secondary learners, ideas and strategies for secondary content teachers to integrate reading into their curriculum, and strat||16|1|8|0.00||
29745||Making Content Comprehensible for ELL Students|Natasha did an excellent job at having us experience what it feels like to be an ELL student in an English environment. She gave many strategies for adapting written material and insisted in using tools that convey immediate understanding such as mathemat||16|1|8|0.00||
29756||French Teacher at the Alliance Francaise of MPLS|The Alliance Fran?aise de Minneapolis/St Paul is a local chapter of a worldwide network of non-profit organizations dedicated to the promotion of the French language and culture through classes, cultural and social programs.\r\n\r\nI have been teaching at||16|1|8|0.00||
29776||Succeeding in the Multicultural Classroom CTED 764|Learn strategies to help students become respectful and knowledgeable of other cultures so they can succeed and achieve in a variety of subject areas.||16|1|8|0.00||diff
29778||Stregthening your Teaching and Learning Using the|How to use the Internet in productive, fun, and rewarding ways in the classroom.||16|1|8|0.00||tech
29779||The Brain Compatible Classroom|How to be a more effective teacher by basing teaching methods on updated scientific information about the learning brain.||16|1|8|0.00||diff
29809||iPLAN TRAINING 2006|iPLAN||16|1|8|2.50||lit
29810||Secondary Health & PE Curriculum Review Kick-Off|||16|1|8|0.00||
29811||Secondary Health & PE Curriculum Review Kick-Off|||16|1|8|0.00||
29812||Secondary Health & PE Curriculum Review Kick-Off|||16|1|8|0.00||
29813||Secondary Health & PE Curriculum Review Kick-Off|||16|1|8|0.00||
29843||Helping Elementary Students with Limited English Proficiency in the Classroom|||16|1|8|0.00||diff
29844||Student teacher Mentoring|Attended 2 day training workshop for mentors for media intern.||16|1|8|0.00||
29874||Introduction to Autism- SPED 7091|The class was a graduate level class at Hamline University for 2 semester credits.  I am a special education teacher working toward my autism certificate.  The class was a good overview of autism.||16|1|8|0.00||
29878||District Kick Off Instructor|||16|1|8|0.00||
29879||District Kick Off Instructor|||16|1|8|0.00||
29880||Improving My Dreamweaver|||16|1|8|0.00||tech
29895||EHS Big 6 Training, Fall 2006|Teachers will review Big 6 Information Literacy, learn about ways to incorporate into exisiting lessons, learn about new online video resources, determine their tech pgt for the year and work on Edline.||16|1|8|6.00||tech
29911||Brain Injury Awareness and Resource Facilitation|Identify types of brain injuries potential academic and social impacts that may result.  Services and interventions were also discussed.  This is applicable to teaching at any level.||16|1|8|0.00||mental
29912||New Teachers and Technology 2006|||16|1|8|6.00||tech
29915||Bloodborne Pathogens for School Employees|demonstrating a thorough understanding and ability to apply principles of Bloodborne Pathogens in the environment.||16|1|8|0.00||
29941||Read Naturally Seminar|We have Read Naturally software at Cornelia. Attaining reading fluency realtes to comprehension. We learned how to assess and place students at appropriate, individualized reading levels. Learned procedures to implement the Read Naturally strategy. How to||16|1|8|0.00||lit
29961||Nuts and Bolts Symposium of Middle Level Education|I went to a handful of writing workshops and workshops about the development of middle school students.  I will be a part of a group that will present information to fellow staff members that Nuts and Boldts taught us.  I plan to incorporate new ideas int||16|1|8|0.00||
29965||Parallel Curriculum Model Seminar|Very good workshop. More on differentiation and not just gifted education. Danielson spoke for about 2 hours.||16|1|8|0.00||diff
29968||Mental Health in the Music Classroom|This session at the Minnesota Music Educators Conference focused on basic knowledge of mental health disorders in both children and adults. The information included early warning signs as well as resources and strategies for dealing with mental health iss||16|1|8|0.00||mental
29969||Fostering Creativity in the Classroom|Matt McCoy is an Orff Certified music teacher who shared many lesson ideas for ways to help students become more creative in the music classroom. His lessons included movement, improvisation, as well as singing and instrumental activities.||16|1|8|0.00||
29970||Midwinter Showcase|Various Orff teachers from the metro area shared their lesson ideas for elementary music. Many of the ideas were ones that could easily be transferred into large group performances.||16|1|8|0.00||
29971||Midwinter Showcase|This year's Midwinter Showcase featured presenters with a multi-culutural focus. The lesson ideas utilized books and songs from other cultures. We also worked with instruments from other cultures. These lessons will work wonderfully to help students becom||16|1|8|0.00||
29972||Using Technology to Help Beginning Band Students|This course focused on computer programs and technology systems that could be used to help assess beginning band students. Many of these programs could be purchases by the students to practice with at home which would be a great benefit and exciting for t||16|1|8|0.00||tech
29973||Early Childhood Activities That Really Work|Lynne Ransom and some of her colleagues presented early childhood materials that could be used in a music classroom. She used literature as one means of presenting musical concepts to young children. This idea works very well with my Orff Schulwerk philos||16|1|8|0.00||
29974||Connect with Music for the Young Choir|John Jacobson, a well known music presenter and teacher, handed out copies of some of his newest materials. We sang through the materials as he gave ideas for lessons and performance opportunities. This clinic was great for getting started on planning my ||16|1|8|0.00||
29975||Curriculum Development|The focus of this class was develop a curriculum outline for the grade levels you teach. The five days was spent researching different approaches to teaching music, trying out different lessons, and finally putting together an elementary music curriculum.||16|1|8|0.00||
29976||Summer Sound Sampler 2004|The J.W. Pepper music company passed out a wide variety of elementary music materials. The entire day was spent reading/singing through the materials and discussing how they could be used in a music classroom. This session was very useful in developing pe||16|1|8|0.00||
29977||Orff Schulwerk- Level I|Orff Schulwerk (Level I) focuses on the basic principles of Orff in movement, recorder techniques, composition, and literature. We studied the history of Orff Schulwerk along with learning various techniques for teaching elementary music using Orff princi||16|1|8|0.00||
29978||Orff Schulwerk- Level II|Level II of Orff Schulwerk focused more on the different techniques that could be used in teaching elementary music students. Many of the lesson ideas could be used with older elementary students as opposed to Level I which spent more time dealing with mu||16|1|8|0.00||
29979||Orff Schulwerk- Level III|The Level III course of Orff Schulwerk pulls everything together. Many of the assigments focused on compsing and arranging your own pieces that could be used to teach musical concepts. The other large assignment for this course was to teach a number of le||16|1|8|0.00||
30005||NTT 2006 - 3 DAY TRAINING|NTT 2006 - 3 DAY TRAINING||16|1|8|21.00||diff, tech, pbi, lit, mental
30057||Summer 2006 Inspiration|||16|1|8|0.00||tech
30095||Autism and Asperger's Syndrome Conference|This was an excellent conference which presented information on understanding and managing students under the autism spectrum.  Information was relevant and informative to the school setting.  This is a confernce for all to attend. With the beginning of a||16|1|8|0.00||pbi
30147||NEW TEACHER SPECIAL ED MEETING|NEW TEACHER SPECIAL ED MEETING||16|1|8|2.00||
30172||MMEA 2005 - 3 Day Conference|||16|1|8|0.00||
30173||MMEA 2006 - 3 Day Conference|||16|1|8|0.00||
30178||High School English Big 6|Teachers will review Big 6 Information Literacy, learn about ways to incorporate into exisiting lessons, learn about new online video resources, determine their tech pgt for the year and work on Edline.||16|1|8|6.00||tech
30179||High School Social Studies Big 6|Teachers will review Big 6 Information Literacy, learn about ways to incorporate into exisiting lessons, learn about new online video resources, determine their tech pgt for the year and work on Edline.||16|1|8|6.00||tech
30180||High School Math Big 6|Teachers will review Big 6 Information Literacy, learn about ways to incorporate into exisiting lessons, learn about new online video resources, determine their tech pgt for the year and work on Edline.||16|1|8|6.00||tech
30227||Beyond Diversity|Will Walker lead a good seminar on raising the awareness of institutionalized racism. During these two days, he demonstrated that the achievement gap is not primarily related to poverty, language, lack of family support or mobility, but in the very first ||16|1|8|0.00||
30324||ECSE Inservice|ECSE Inservice||16|1|8|1.50||
30361||High School Big 6 Science|Teachers will review Big 6 Information Literacy, learn about ways to incorporate into exisiting lessons, learn about new online video resources, determine their tech pgt for the year and work on Edline.||16|1|8|6.00||tech
30376||Substitute Technology Training|Sub training for login and technology instruction.||16|1|8|2.00||tech
30415||How to Design Attention-Grabbing Brochures . . .|How to Design Attention-Grabbing Brochures, Catalogs, Ads, Newsletters, and Reports will help me as a theatre teacher and director - instructing students and overseeing the development of marketing material for school plays and other activities.||16|1|8|0.00||
30440||Creek Valley Preschool Inservice|||16|1|8|4.00||pbi
30457||Intermediate District 287's Counselors Forum 2006|ALC sites, Gifted Options, Online Options/Northern Star Online||16|1|8|0.00||
30459||Staff Development Committee 05-06|||16|1|8|8.00||
30464||Functional Analysis and Treatment of Severe Behavi|A two day workshop on functional analysis and treatment of severe behavior disorders.  Course content is useful for conducting functional behavioral analysis plans (FBAs).  The NetWork student population requires frequent use of this approach to interveti||16|1|8|0.00||diff, pbi, mental
30505||COURSE #4 CULTURALLY RESPONSIVE INSTRUCTION: HOW SHOULD I TEACH AND WHAT DO I TELL MY KIDS|The purpose of this course is for us to think collectively about how to prepare our kids/students to actively and fairly engage in life in the Twenty-First Century. Change- in its multiple, complex, and complicated way - is upon all of us; and many of us ||16|1|8|6.00||
30506||High School Fine Arts Big 6|Teachers will review Big 6 Information Literacy, learn about ways to incorporate into exisiting lessons, learn about new online video resources, determine their tech pgt for the year and work on Edline.||16|1|8|6.00||tech
30517||Early Childhood Family Education Classes|||16|1|8|0.00||mental
30518||Mentoring in Literacy|||16|1|8|0.00||lit
30519||ECFE - Child Development and Positive Behavioral Interventions|||16|1|8|0.00||pbi
30520||Classroom Preparations|||16|1|8|0.00||
30521||Translations|||16|1|8|0.00||
30522||Presentor:  Position of Women in the Czech Republic|||16|1|8|0.00||
30523||Joining the European Union - Ompact on the Czech & Slovak Republics|||16|1|8|0.00||
